record_id,institution_id,department,course_id,faculty_id,semester,course_level,class_size,attendance_rate,student_engagement_score,lms_login_frequency,learning_material_views,assignment_submission_rate,assignment_average_score,quiz_average_score,midterm_exam_score,final_exam_score,course_completion_rate,discussion_forum_activity,student_question_count,faculty_response_time_hr,feedback_submission_rate,course_evaluation_score,teaching_material_quality,lecture_delivery_score,interactive_teaching_score,practical_session_score,assessment_fairness_score,curriculum_coverage_pct,technology_usage_score,student_satisfaction_score,faculty_experience_years,faculty_training_hours,peer_review_score,classroom_interaction_rate,academic_support_sessions,learning_outcome_achievement,instructional_effectiveness_score,overall_teaching_index,teaching_quality_level
3291,INST_02,Mathematics,COURSE_012,FAC_0130,Semester 3,Undergraduate,67,59.32,76.54,45,315,47.27,41.62,40.32,59.93,28.27,82.42,208,57,21.54,89.86,2.13,100,56.79,85.94,95.45,76.98,84.56,71.54,45.56,19,110.57,1.17,79.8,20,86.61,42.81,79.16,Average
10044,INST_16,Mechanical Engineering,COURSE_016,FAC_0310,Semester 1,Undergraduate,160,79.91,58.76,121,348,69.32,41.66,33.45,36.3,33.46,53.52,128,49,22.59,42.92,3.64,41.33,60.72,53.94,75.8,88.26,95.41,55.69,61.12,4,75.84,2.21,39.21,29,96.15,46.3,80.84,Average
2627,INST_05,Civil Engineering,COURSE_140,FAC_0067,Semester 2,Undergraduate,169,57.99,85.67,90,401,81.56,54.68,51.15,79.11,50,50.59,180,74,17.2,87.31,4.64,42.33,90.08,95.94,65.33,92.11,63.84,83.92,95.82,31,23.52,4.34,93.87,42,43.99,96.79,69.81,Good
4610,INST_17,Mechanical Engineering,COURSE_011,FAC_0457,Semester 4,Postgraduate,27,94.07,45.47,126,366,49.09,69.31,57.49,43.81,56.54,80,217,5,58.37,63.25,4.57,80.22,76.12,49.1,86.6,94.21,65.11,20.77,98.17,27,103.26,1.03,27.18,38,44.76,91.26,73.76,Average
13284,INST_18,Mechanical Engineering,COURSE_124,FAC_0500,Semester 4,Doctoral,171,58.78,92.54,17,98,69,63.06,73.58,97.66,53.69,78.86,270,12,26.89,58.68,3.86,59.52,52.2,64.58,86.04,87.61,96.38,21.81,67.77,31,73.28,3.62,38.23,28,87.38,39.75,57.07,Average
12473,INST_02,Information Technology,COURSE_177,FAC_0253,Semester 4,Postgraduate,50,78.52,65.18,55,151,68.18,81.31,94.71,52.24,98.42,43.52,174,11,21.45,22.33,2.63,74.36,98.83,77.07,65.32,72.88,67.42,69.1,36,5,77.54,4.76,84.31,49,70.81,56.74,62.07,Good
11740,INST_06,Electrical Engineering,COURSE_181,FAC_0046,Semester 4,Doctoral,144,64.17,91.79,149,24,48.83,84.94,73.79,75.82,82.47,80.94,31,59,10.01,95.42,4.46,47.89,78.04,84.56,81.18,77.59,95.93,22.51,51.55,1,116.21,1.33,81.65,2,79.14,98.48,94.61,Good
6662,INST_06,Mechanical Engineering,COURSE_111,FAC_0595,Semester 3,Postgraduate,173,65.81,99.16,76,420,47.19,36.93,93.03,45.73,32.31,73.86,242,72,34.35,94.76,4.49,93.47,89.64,40.25,36.53,61.87,84.16,72.95,47.71,27,58.32,2.09,89.04,2,58.39,71.54,94.33,Good
13940,INST_10,Mathematics,COURSE_091,FAC_0385,Semester 1,Doctoral,110,73.47,79.16,42,73,96.12,79.56,80.53,65.73,65.31,53.07,200,60,65.02,88.66,1.57,60.38,86.24,81.17,84.82,51.38,80.64,23.06,55.85,23,14.35,2.2,42.12,0,71.5,87.64,88.37,Average
7360,INST_12,Business Administration,COURSE_154,FAC_0030,Semester 1,Undergraduate,170,98.07,61.41,147,132,48.96,89.27,33.86,80.9,58.5,83.5,282,12,15.34,24.88,3.21,98.83,46.38,56.22,70.72,77.31,98.74,61.78,56.3,20,59.63,1.53,59.71,10,64.14,98.92,92.28,Average
3205,INST_11,Information Technology,COURSE_095,FAC_0208,Semester 2,Undergraduate,119,68.26,99.59,110,248,66.89,37.42,79.26,39.29,97.61,59.18,256,34,22.78,80.47,4.27,51.71,57.37,37.4,84.42,72.93,65.87,57.22,71.41,18,95.07,4.67,37.68,3,68.98,95.48,60.1,Average
11753,INST_12,Physics,COURSE_061,FAC_0392,Semester 4,Undergraduate,131,55.86,39.14,22,292,57.96,85.74,66.2,86.18,29.26,41.12,274,33,53.39,57.84,3.99,94.32,72.36,53.39,31.55,68.94,62.89,63.96,54.99,9,54.46,1.58,73.86,17,85.89,45.66,67.62,Average
6127,INST_14,Civil Engineering,COURSE_049,FAC_0546,Semester 1,Undergraduate,125,73.8,40.13,45,197,45.06,51.47,78.3,92.83,61.34,81.64,292,68,7.8,43.28,3.14,69.12,74.76,57.72,59.31,64.63,88.4,89.16,59.63,34,1.8,1.79,66.14,46,53.46,57.1,86.33,Average
14630,INST_17,Chemistry,COURSE_013,FAC_0497,Semester 2,Postgraduate,119,65.06,48.58,147,305,73.66,82.2,89.86,86.75,25.62,56.73,192,53,28.5,90.1,1.66,87.12,48.72,82.3,31.59,82.29,93.59,21.85,83.92,11,42.34,1.52,94.81,24,95.74,51.24,97.61,Average
2679,INST_06,Biotechnology,COURSE_099,FAC_0225,Semester 2,Doctoral,123,76.36,70.71,80,499,75.43,50.31,34.89,41.73,70.29,69.6,251,14,36.92,58.59,1.25,69.83,79.37,59.24,38.71,81.34,65.86,77.12,50.63,4,57.93,3.05,38.35,24,44.56,97.63,38.16,Average
3709,INST_16,Computer Science,COURSE_087,FAC_0045,Semester 2,Undergraduate,122,83.67,75.44,85,400,50.49,69.66,56.26,91.05,51.94,99.79,94,24,36.54,27.28,3.86,73.66,88.47,84.25,56.83,98.37,94.42,21.79,34.92,28,17.68,3.31,67.89,42,50.46,98.64,31.75,Good
9988,INST_05,Information Technology,COURSE_071,FAC_0090,Semester 1,Doctoral,45,62.79,78.5,103,264,90.75,95.36,49.08,53.68,59.99,96.72,106,47,29.93,34.68,1.54,55.78,66.78,53.86,50.72,87.52,80.21,61.29,92.79,30,13.42,3.82,28.17,36,64.64,41.66,73.52,Average
2806,INST_19,Civil Engineering,COURSE_059,FAC_0005,Semester 3,Doctoral,127,72.57,49.33,59,251,64.37,30.7,66,26.58,73.34,68.82,222,77,50.7,83.67,2.74,76.97,40.52,92.07,60.94,70.84,73.94,96.32,85.25,25,81.21,4.7,26.27,20,52.05,84.71,39.37,Average
1454,INST_04,Electronics,COURSE_009,FAC_0544,Semester 1,Undergraduate,31,70.74,67.38,33,93,76.7,84.29,78.43,32.38,91.83,40.3,80,4,17.28,41.95,1.38,87.55,62.21,60.53,72.54,51.43,61.91,38.67,62.47,23,38.1,2.04,71.68,6,79.68,90.27,35.95,Average
14422,INST_07,Information Technology,COURSE_062,FAC_0039,Semester 1,Postgraduate,114,90.24,49.37,86,121,53.14,56.65,44.3,58.09,50.92,94.31,247,63,13.16,63.63,3.09,46.03,79.67,77.11,92.24,69.84,93.74,66.54,91.61,8,30.78,4.55,38.59,5,60.54,77.28,98.57,Average
10000,INST_02,Computer Science,COURSE_060,FAC_0033,Semester 1,Postgraduate,145,87.69,63.24,60,442,47.86,36.12,72.18,47.37,36.89,93.75,155,3,26.22,48.69,2.21,62.64,56.16,87.56,60.57,43.84,61.54,77.65,30.38,15,69.12,2.02,33.64,48,55.34,38.87,44.14,Poor
2320,INST_10,Economics,COURSE_191,FAC_0505,Semester 4,Undergraduate,21,75.76,49.96,70,154,93.22,91.68,71.37,73.59,39.31,51.29,119,61,66.51,86.6,3.19,70.31,70.9,83.24,65.65,86.41,61.82,80.61,67.32,12,58.58,4.89,32,37,94.88,93.6,84.27,Average
13883,INST_16,Mechanical Engineering,COURSE_197,FAC_0098,Semester 2,Doctoral,87,85.72,41.39,73,159,74.84,96.98,82.78,48.79,42.29,73.34,46,26,28.77,54.03,4.39,70.95,50.4,71.2,68.25,61.47,97.2,39.06,52.55,26,105.51,1.24,89.68,31,95.76,71.14,47.75,Average
12609,INST_15,Economics,COURSE_077,FAC_0099,Semester 4,Doctoral,109,68.29,52.69,89,477,67.82,58.1,73.35,77.72,60.82,42.85,56,9,12.93,78.67,1.32,88.51,98.22,92.79,88.31,89.43,63.43,38.68,91.03,13,19.85,2.66,21.21,7,55.85,60.43,97.7,Good
7334,INST_19,Physics,COURSE_175,FAC_0455,Semester 1,Postgraduate,42,71.23,79.98,53,60,48.41,64.72,74.76,28.3,36.26,66.96,70,22,51.71,34,2.78,80.65,46.39,35.62,50.28,61.76,87.85,41.84,88.75,18,47.66,2.4,56.23,4,76.2,89.05,66.85,Average
3652,INST_20,Information Technology,COURSE_007,FAC_0040,Semester 3,Postgraduate,136,99.48,95.52,12,460,55.43,86.82,36.38,57.07,44.87,51.76,200,4,61.94,39.08,2.13,70.19,67.04,39.19,47.03,93.39,62.37,58.63,47.74,20,18.47,2.49,54.66,10,60.87,65.34,31.08,Average
2289,INST_18,Civil Engineering,COURSE_036,FAC_0136,Semester 1,Postgraduate,22,79.54,81.73,19,39,46.49,95.98,33.02,98.87,33.68,88.65,74,8,51.56,68.8,2.74,96.5,58.17,70.54,38.41,95.96,68.34,28.87,83.35,18,67.25,3.42,49.7,42,61.86,43.18,32.42,Average
3624,INST_17,Information Technology,COURSE_001,FAC_0564,Semester 4,Doctoral,82,61.48,57.23,114,301,74.9,66.43,55.79,49.59,36.03,92.48,153,8,58.95,21.08,3.91,93.72,55.2,85.69,67.88,62.92,64.02,29.3,88.14,21,47.79,2.52,95.81,8,67.43,42.8,44.65,Poor
13619,INST_02,Information Technology,COURSE_119,FAC_0412,Semester 3,Postgraduate,23,67.36,81.28,33,470,70.53,69.56,50.34,89.95,56.75,99.84,265,3,28.99,50.78,2.34,73.98,51.7,48.82,96.91,79.88,80.09,89.04,48.33,31,13.43,3.53,96.39,20,58.16,49.01,42.13,Average
4879,INST_13,Economics,COURSE_100,FAC_0105,Semester 3,Undergraduate,118,59.51,41.02,59,66,72.62,88.43,40.43,25.03,82.11,51.92,198,61,61.91,30.35,1.56,99.28,87.41,97.99,86.67,78.11,74.29,99.25,38.75,4,69.69,2.79,90.08,4,42.57,88.56,31.81,Average
1714,INST_05,Electrical Engineering,COURSE_019,FAC_0408,Semester 4,Postgraduate,83,89.25,83.57,118,309,99.52,52.4,48.12,79.45,34.2,71.45,146,75,16.48,20.63,2.72,48.9,79.77,84.11,43.72,57.94,83.39,35.28,89.59,6,42.94,1.94,73.18,6,77.9,41.11,87.89,Average
14506,INST_09,Biotechnology,COURSE_172,FAC_0189,Semester 1,Doctoral,95,69.88,52.7,48,89,82.85,60.91,76.14,80.73,77.72,89.12,83,46,71.49,53.35,3.24,65.53,62.75,99.71,67,61.25,79.02,53.37,89.51,2,86.15,1.65,54.75,30,60.62,63.97,98.61,Average
3590,INST_06,Economics,COURSE_122,FAC_0108,Semester 4,Postgraduate,127,99.05,53.54,43,308,88.34,94.57,73.13,31.2,63.68,92.07,174,0,6.88,26.65,2.22,84.12,53.42,96.38,83.53,73.46,98.14,23,76.28,26,34.49,3.41,32.63,17,58.38,60,77.51,Average
9467,INST_02,Biotechnology,COURSE_159,FAC_0474,Semester 2,Postgraduate,97,87.35,76.61,141,313,55.51,87.09,66.16,71.12,93.99,74.97,167,1,0.57,52.33,3.6,76.24,76.39,97.09,62.75,65.6,93.55,72.03,30.32,9,46.39,1.81,62.03,13,75.23,66.67,82.76,Good
5156,INST_15,Chemistry,COURSE_069,FAC_0589,Semester 1,Postgraduate,109,69.96,89.06,123,295,74.61,38,97.73,41.77,51.61,92.81,82,57,19.14,34.12,3.02,59.59,73.33,39.18,83.42,80.77,71.41,31.9,57.42,28,3.7,3.28,29.07,2,99.3,54.33,36.78,Average
12595,INST_17,Mechanical Engineering,COURSE_175,FAC_0069,Semester 3,Postgraduate,30,69.83,55.87,59,219,63.73,52.62,62.24,98.22,43.89,91.27,228,8,68.87,20.66,4.82,47.63,98.61,43.81,62.84,61.33,90.46,31.36,59.48,10,114.55,2.82,89.79,27,95.61,52.28,55.67,Average
13674,INST_20,Business Administration,COURSE_126,FAC_0414,Semester 1,Doctoral,163,75.24,78.42,150,26,73.53,51.85,44.06,33.94,69.21,60.8,102,0,29.51,46.63,1.28,56.28,79.68,98.34,62.43,75.75,82.07,61.11,41.81,31,73.46,4.76,91.24,4,45.01,52.53,92.54,Good
3670,INST_11,Mechanical Engineering,COURSE_088,FAC_0488,Semester 1,Doctoral,108,95.51,36.37,47,134,80.75,57.17,72.04,85.5,89.53,43.95,253,33,31.53,29.98,3.15,66.72,98.59,94.87,48.63,87.57,81.52,52.38,64.29,5,46.27,2.4,43.79,39,96.92,49.49,46.42,Good
14325,INST_07,Economics,COURSE_070,FAC_0387,Semester 3,Undergraduate,74,70.64,53.03,150,435,99.35,81.1,45.37,59.29,76.15,67.93,183,5,8.86,74.08,3.73,97.59,57.47,43.59,64.64,60.55,88.92,66.31,80.97,2,72.76,4,24.18,27,70.38,46.85,94.43,Good
13525,INST_09,Physics,COURSE_013,FAC_0002,Semester 1,Doctoral,91,93.51,37.47,5,392,46.43,74.62,63.02,46,65.17,87.86,137,52,44.8,75.38,1.96,58.51,58.44,57.2,96.69,92.61,63.06,23.48,50.85,31,71.68,1.4,73.54,17,40.72,99.44,85.5,Good
8385,INST_07,Computer Science,COURSE_127,FAC_0134,Semester 3,Undergraduate,140,79.66,65.57,58,215,58.03,85.3,84.12,63.56,91.19,83.34,281,29,45.12,84.52,4.21,64.03,69.4,66.58,41.65,52.94,83.82,54.71,59.25,33,14.25,1.73,45.47,22,83.38,66.49,49.32,Good
14211,INST_13,Mechanical Engineering,COURSE_172,FAC_0424,Semester 1,Doctoral,28,63.68,67,25,191,73.59,94.23,41.52,35.32,96.64,53.35,171,75,58.02,96.96,4.61,44.73,85.1,79.77,69.17,83.14,91.72,58.55,76.88,23,81.31,1.42,65.88,5,79.39,54.13,38.76,Good
4388,INST_08,Computer Science,COURSE_162,FAC_0020,Semester 3,Doctoral,66,86.59,61.3,123,305,56.31,92.1,63.63,29.18,56.85,72.27,259,22,51.24,92.62,1.84,65.09,41.42,45.87,31.72,48.4,66,48.53,38.16,17,50.43,2.77,34.25,27,99.58,43.07,73.84,Average
9124,INST_08,Physics,COURSE_102,FAC_0177,Semester 3,Undergraduate,123,65.45,89.45,119,283,95.91,65.78,54.12,87.77,49.32,65.86,253,29,15.76,94.12,3.87,93.3,77.41,96.6,88.26,56.82,97.28,66.68,61.3,22,99,2.19,60.2,21,93.31,41.68,74.58,Average
7895,INST_12,Chemistry,COURSE_040,FAC_0300,Semester 3,Doctoral,98,68.57,61.59,118,493,87.77,49.19,45.89,61.55,85.98,57.33,175,19,43.47,70.22,3.95,69,67.86,65,52.4,77.72,75.99,79.18,36.09,23,113.03,1.06,33.96,23,97.63,95.86,54.07,Average
1490,INST_06,Biotechnology,COURSE_038,FAC_0572,Semester 1,Doctoral,86,56.66,63.37,55,162,95.67,77.94,63.64,47.93,38.89,95.32,7,23,44.27,64.79,3.59,97.72,57.31,75.68,98.6,83.92,85.65,74.77,48.03,20,90.46,1.82,23.38,22,97.42,35.81,54.84,Average
1607,INST_12,Electrical Engineering,COURSE_183,FAC_0267,Semester 4,Undergraduate,112,96.16,83.01,71,219,61,60.51,96.45,89.16,74.41,96.17,69,63,37.51,53.17,1.55,69.44,52.65,41.71,81.36,74.69,69.82,79.24,65.15,25,32.22,4.17,27.15,3,92.57,72.19,71.69,Good
8595,INST_13,Biotechnology,COURSE_043,FAC_0275,Semester 2,Undergraduate,133,59.01,86.89,49,90,95.73,32.35,32.59,97.49,93.79,88.69,28,42,5.2,74.41,2.93,44.2,47.02,79.3,79.37,41.8,91.06,67.73,46.8,25,60.09,2.9,96.03,10,90,95.11,89.49,Average
8529,INST_13,Civil Engineering,COURSE_094,FAC_0190,Semester 1,Postgraduate,118,77.48,41.36,148,107,84.75,57.54,69.39,81.39,26.55,59.32,248,23,25.31,56.23,3.86,98.94,93.97,55.69,38.59,94.59,90.24,94.36,71.74,4,34.77,4.9,77.62,35,87.6,58.55,47.84,Average
1403,INST_06,Mathematics,COURSE_052,FAC_0466,Semester 1,Undergraduate,44,56.99,74.91,43,187,62.48,87.73,67.2,92.14,26.98,57.93,54,13,19.44,93.22,4.04,89.48,48.17,36.69,82.88,53.62,84.12,52.25,37.17,14,17.21,4.24,57.63,39,77.62,55.47,98.07,Average
9388,INST_16,Mathematics,COURSE_056,FAC_0200,Semester 4,Undergraduate,170,99.52,39.75,122,129,50.61,79.5,75.72,97.09,72.74,44.29,39,80,47.11,77.73,1.8,43.61,45.21,58.7,38.67,44,61.03,70.55,95.68,10,23.95,2.85,50.4,42,72.64,74.63,76.85,Good
3520,INST_18,Electrical Engineering,COURSE_077,FAC_0236,Semester 3,Postgraduate,157,80.66,83.63,107,462,57.74,94.18,71.24,39.67,78.47,47.96,92,79,24.03,26.89,1.57,95.66,73.52,81.64,77.3,66.52,86.99,70.3,76.86,16,52.35,4.96,82.38,19,66.87,39.23,74.18,Good
3298,INST_06,Business Administration,COURSE_183,FAC_0329,Semester 4,Undergraduate,86,74.74,96.62,91,23,75.3,76.92,95.67,74.35,37.08,84.62,173,11,9.2,59.76,1.92,58.38,53.93,67.67,74.05,80.8,82.93,57.29,63.78,31,65.13,1.93,98.75,22,84,58.01,61.02,Good
1007,INST_19,Electrical Engineering,COURSE_028,FAC_0418,Semester 1,Doctoral,156,89.91,97.92,120,268,63.12,74.08,71.69,58.9,90.49,70.56,244,8,38.92,89.32,1.78,64.98,70.42,61.99,96.31,65.56,77.13,50.5,35.81,16,76.8,1.21,79.29,50,52.91,39.95,56.99,Good
2792,INST_03,Physics,COURSE_141,FAC_0404,Semester 4,Postgraduate,152,94.54,71.58,39,272,89.65,76.02,68.04,67.54,76.62,93.14,15,51,21.61,30.31,1.5,48.73,87.89,41.39,93.35,61.68,86.3,34.72,90.15,15,22.95,3.67,58.53,36,93.1,98.65,50.56,Good
2705,INST_14,Mathematics,COURSE_075,FAC_0441,Semester 1,Undergraduate,139,83.8,73.55,24,179,87.13,31.64,43.16,98.67,93.42,88.08,185,27,19.41,24.99,4.26,78.71,85.19,62.48,68.53,60.93,85.17,54.35,57.18,12,72.12,3.06,25.15,12,60.27,58.01,33.38,Average
5614,INST_13,Electrical Engineering,COURSE_103,FAC_0572,Semester 1,Doctoral,116,86.15,58.86,8,41,46.74,31.08,96.74,36.19,29.37,97.66,210,45,41.8,63.67,4.18,53.08,59.39,41.76,52.54,88.6,92.15,39.72,84.77,17,84.98,3.26,26.33,41,89.25,59.19,87.97,Average
14031,INST_14,Biotechnology,COURSE_173,FAC_0275,Semester 1,Postgraduate,64,76.28,99.76,11,369,71.4,65.95,87.7,47.74,82.32,50.18,20,12,29.68,86.15,1.93,96.34,64.03,79.14,35.92,65.8,62.23,59.78,30.42,8,112.3,2.48,48.2,15,43.28,53.1,47.29,Average
5684,INST_14,Electrical Engineering,COURSE_144,FAC_0498,Semester 3,Doctoral,150,65.57,43.39,62,309,67.22,35.12,31.62,64.17,67.76,45.6,47,36,5.01,94.91,4.48,68.97,66.02,93.25,57.57,82.9,71.71,46.99,70.67,6,7.57,2.92,45.19,20,72.37,69.77,34.71,Average
12288,INST_18,Physics,COURSE_055,FAC_0368,Semester 3,Postgraduate,92,89.79,36.36,70,467,67.64,64.88,97.27,79.61,40.65,59.76,253,15,55.12,97.23,3.03,82.87,69.07,54.48,61.68,96.84,88.99,99.65,73.01,11,80.95,1.01,52.84,11,72.23,98.39,61.26,Average
5401,INST_18,Information Technology,COURSE_061,FAC_0596,Semester 4,Undergraduate,121,87.06,53.24,78,170,52.74,72.33,61.39,57,60.61,62.82,67,23,56.37,53.57,4.15,92.79,48.78,96.92,46.31,51.51,60.41,64.69,40.37,10,42.36,1.92,93.15,36,81.22,43.08,85.68,Average
2358,INST_15,Biotechnology,COURSE_033,FAC_0036,Semester 3,Doctoral,69,93.67,79.29,69,423,66.93,54.75,71.07,33.83,55.75,95.48,271,47,40.05,42.5,3.3,80.35,67.36,38.56,94.63,67.35,87.5,29.91,81.44,3,79.33,3.12,29.73,18,82.26,77.74,32.29,Average
14681,INST_10,Mathematics,COURSE_128,FAC_0517,Semester 2,Undergraduate,140,85.06,39.62,75,377,45.76,76.05,77.22,77.31,47.93,69.23,86,11,20.03,47.85,1.49,75.26,52.74,46.41,42.59,93.28,75.28,25.86,91.54,7,78.59,4.59,28.77,17,47.34,48.07,78.7,Average
291,INST_09,Electronics,COURSE_186,FAC_0113,Semester 2,Doctoral,148,87.45,79.37,6,490,59.26,84.98,85.32,71.55,40.19,66.61,213,20,55.36,70.08,4.31,41.54,72.59,81.38,70.79,98.79,83.64,27.19,58.44,6,48.76,4.32,23.67,41,93.39,43.57,68.79,Good
12535,INST_19,Biotechnology,COURSE_132,FAC_0356,Semester 4,Postgraduate,116,91.88,82.03,60,86,70.03,98.24,93.83,52.18,67.18,88.73,280,2,7.9,48.72,3.93,48.33,69.31,38.44,42.91,50.48,64.15,58.82,40.03,27,92.5,4.24,52.8,19,57.41,63.87,81.32,Good
5909,INST_07,Computer Science,COURSE_038,FAC_0114,Semester 1,Postgraduate,22,93.95,95.92,9,242,83.63,36.99,91.35,82.64,35.05,91.14,90,42,20.29,49.76,3.31,77.98,94.57,86.63,36.79,64.02,70.48,44.79,53.68,19,49.1,4.75,90.01,21,93.87,93.86,67.93,Good
13819,INST_01,Computer Science,COURSE_004,FAC_0156,Semester 1,Postgraduate,157,85.27,49.35,133,142,77.16,60.59,81.42,78.5,65.08,81.12,293,7,53.05,74.49,3.53,63.95,61.96,73.19,94.4,74.57,62.64,63.04,37.16,18,0.96,3.18,25.55,29,67.47,35.84,45.32,Average
6595,INST_10,Mathematics,COURSE_063,FAC_0294,Semester 2,Doctoral,41,99.32,65.72,72,365,94.16,69.71,92.02,90.24,98.92,62.89,20,32,42.88,44.04,2.96,63.41,92.66,99.15,45.16,48.27,87.55,50.1,94.89,6,80.98,1.52,74.71,8,49.72,91.25,31.02,Good
89,INST_05,Mathematics,COURSE_131,FAC_0206,Semester 2,Postgraduate,118,80.32,67.55,22,85,63.92,92.36,45.51,55.7,73.18,69.91,115,6,62.47,91.86,3.43,75.38,50.74,47.29,47.62,81.45,65.2,75.2,70.39,32,29.66,1.98,80.86,23,73.86,67.57,63.9,Average
12999,INST_11,Electrical Engineering,COURSE_008,FAC_0183,Semester 2,Undergraduate,116,72.53,47.69,130,240,61.65,47.92,48.31,91.17,81.23,80.7,143,19,7.68,55.68,3.33,66.17,52.66,77.04,85.77,67.73,75.56,30.8,53.27,30,86.93,3.5,23.15,4,73.3,98.3,60.25,Average
2233,INST_07,Chemistry,COURSE_106,FAC_0140,Semester 2,Doctoral,63,91.35,40.55,48,214,65.2,82.62,44.03,63.92,67.95,45.12,261,39,41.83,88.05,3.78,65.19,91.02,92.31,64.79,95,87.95,40.14,89.33,6,76.62,2.06,66.97,43,48.85,82.31,55.02,Good
8274,INST_10,Mathematics,COURSE_103,FAC_0123,Semester 2,Undergraduate,64,96.99,99.21,71,217,85.37,45.53,37.54,59.58,64.83,77.02,201,75,70,87.46,2.42,86.83,90.83,40.81,97.81,54.2,84,31.43,55.82,7,55.66,3.43,54.83,27,94.96,69.41,74.29,Good
9323,INST_19,Mechanical Engineering,COURSE_185,FAC_0234,Semester 2,Undergraduate,29,63.18,93.91,103,204,52.82,89.58,49.21,85.85,32.36,48.03,106,68,24.04,56.98,2.85,84.01,81.56,40.68,62.16,46.53,82,88.51,58.7,21,92.36,1.46,59.44,12,77.63,46.2,55.65,Average
7965,INST_06,Mathematics,COURSE_055,FAC_0494,Semester 4,Postgraduate,85,75.39,43.35,10,69,90.23,99,53.78,43.75,73.29,40.11,271,53,9.75,82.07,3.31,89.59,55.34,58.83,36.6,71.03,88.96,99.43,75.4,9,55.24,4.37,53.49,37,94.96,71.58,90.28,Average
9038,INST_02,Chemistry,COURSE_035,FAC_0143,Semester 2,Postgraduate,173,91.46,72.86,55,371,50.73,64.22,87.7,76.64,58.74,61.06,208,25,61.79,83.17,4.3,50.95,61.21,76.56,76.31,50.17,70.54,24.63,52.61,2,61.35,3.23,83.78,45,83.94,70.6,41.3,Average
11409,INST_04,Mechanical Engineering,COURSE_128,FAC_0411,Semester 3,Undergraduate,134,74.94,86.12,17,277,80.08,69.67,97.13,32.1,35,58.19,206,40,66.44,41.62,4.1,51.85,84.23,62.86,40.24,91.37,91.31,54.08,81.14,7,69.87,1.16,67.92,23,79.89,78.71,66.74,Good
8392,INST_02,Electrical Engineering,COURSE_087,FAC_0564,Semester 4,Doctoral,34,87.61,49.01,35,301,72.99,64.22,38.78,95.25,94.94,62.35,247,55,46.93,88.99,2.99,88.46,68.16,53.36,70.45,87.19,77.23,75.13,76.76,2,119.69,4.25,42.32,22,60.99,43.03,93.33,Good
11750,INST_18,Computer Science,COURSE_044,FAC_0124,Semester 4,Undergraduate,136,88.1,49.21,114,345,52.82,30.23,62.1,67.83,41.28,94.24,207,38,6.17,71.17,4.92,96.31,59.51,72.65,66.33,70.07,77.38,88.28,57.99,10,110.46,1.91,28.99,20,77.47,93.92,48.94,Average
1057,INST_07,Computer Science,COURSE_015,FAC_0541,Semester 1,Undergraduate,149,91.91,96.09,25,248,76.89,92.2,92.25,39.42,99.67,65.86,59,5,56.74,95.54,1.45,45.08,51.48,53.04,88.32,44.53,74.35,68.22,83.86,26,75.75,2.72,49.73,22,70.02,57.2,39.78,Good
904,INST_06,Chemistry,COURSE_143,FAC_0163,Semester 4,Undergraduate,147,93.48,66.05,105,438,68.13,33.78,79.94,54.27,48.94,42.29,219,59,33.84,95.41,2.21,72.99,85.27,53.32,90.69,99.26,86.17,44.5,79.26,7,67.19,3.73,47.25,21,44.68,68.77,51.45,Average
14221,INST_08,Electronics,COURSE_140,FAC_0562,Semester 4,Undergraduate,130,83.66,58.04,87,291,87.4,77.39,64.82,69.97,53.31,80.12,57,27,29.76,71.54,1.62,44.01,90.68,93.34,93.41,61.17,68.29,32.18,94.3,17,86.98,2.72,89.06,23,50.7,49.39,65.82,Good
13627,INST_17,Business Administration,COURSE_170,FAC_0252,Semester 3,Doctoral,122,95.38,73.86,21,429,72.51,90.16,34.62,71.21,65.6,68.99,225,69,2.88,41.71,4.71,46.41,65.77,39.45,33.37,88.1,77.97,79.86,71.55,32,44.4,2.09,56.2,22,57.35,78.87,76.87,Good
2040,INST_01,Electronics,COURSE_062,FAC_0282,Semester 3,Doctoral,39,92.42,85.12,113,261,98.74,73.32,89.58,86.02,81.82,50.1,288,59,42.5,65.27,3.96,70.18,65.1,83.16,94.74,71.68,91.65,49.09,40.19,2,20.88,4.15,29.06,20,46.72,79.6,37.81,Good
1612,INST_19,Business Administration,COURSE_191,FAC_0548,Semester 2,Doctoral,73,65.94,87.81,82,177,58.05,66.79,32.69,36.75,68.78,50.41,44,66,22.36,43.41,3.73,40.14,72.24,78.02,79.54,87.41,64.13,91.47,74.23,19,44.59,3.85,37.88,10,50.5,85.31,33.81,Good
14520,INST_18,Electrical Engineering,COURSE_176,FAC_0398,Semester 1,Postgraduate,22,69.34,36.01,141,352,95.78,36.76,50.42,26.29,57.86,97.57,174,69,3.39,42.34,1.71,45.39,48.03,85.64,97.54,50.53,71.96,52.61,49.55,23,18.61,3.17,53.99,35,49.52,81.57,57.53,Average
737,INST_02,Chemistry,COURSE_127,FAC_0027,Semester 1,Undergraduate,43,81.03,36.59,13,170,51.29,96.91,59.69,59.67,83.5,80.54,198,69,67.62,72.16,1.59,54.13,46.82,44.39,46.11,75.22,88.6,80.02,82.69,32,71.34,4.3,28.44,27,42.28,97.28,75.2,Average
