Teacher_ID,Institution_ID,Department,Academic_Rank,Qualification_Level,Employment_Type,Assessment_Year,Assessment_Round,Years_of_Experience,Teaching_Effectiveness_Score,Student_Feedback_Score,Peer_Evaluation_Score,Course_Completion_Rate,Curriculum_Innovation_Score,Teaching_Load_Hours_Per_Week,Digital_Teaching_Adoption_Score,Student_Outcome_Improvement_Score,Publication_Count,Journal_Quality_Index,Citation_Count,Research_Project_Count,Research_Funding_Amount_Lakh,Patent_Count,Conference_Presentation_Count,Research_Collaboration_Index,Training_Hours_Completed,Workshop_Participation_Count,Certification_Count,Faculty_Development_Program_Score,Lifelong_Learning_Index,Mentoring_Score,Academic_Service_Score,Committee_Participation_Count,Leadership_Role_Count,Institutional_Contribution_Score,Community_Extension_Score,Ethics_Compliance_Score,Punctuality_Score,Assessment_Submission_Timeliness,Absenteeism_Days,Student_Grievance_Count,Administrative_Compliance_Score,Teaching_Dimension_Score,Research_Dimension_Score,Professional_Development_Dimension_Score,Institutional_Service_Dimension_Score,Ethics_Reliability_Dimension_Score,Development_Quality_Score,Low_Development_Score,Moderate_Development_Score,High_Development_Score,Development_Quality_Level
TCH_00065,University_G,Electrical Engineering,Associate Professor,PhD,Permanent,2021,Round_1,8,54.42,67.34,69.98,71.81,60.3,12.32,65.45,70.89,5,59.99,62.0,1,9.97,3,1,58.37,56.44,4,1,69.47,68.59,59.63,62.8,2,0,62.48,65.08,79.88,74.26,72.7,8,4,66.98,38.03,27.07,37.58,32.03,51.97,37.14,0.796,0.0,0.0,Improvement_Oriented
TCH_00066,University_B,Mathematics,Assistant Professor,Master,Permanent,2022,Round_2,9,86.73,77.93,89.93,88.67,76.31,8.93,87.63,85.44,7,81.75,90.0,4,13.86,0,9,83.78,67.02,6,4,69.42,84.95,75.37,83.37,4,2,86.92,78.74,90.53,93.0,100.0,1,2,80.44,72.99,41.1,53.37,55.7,84.16,59.61,0.154,0.584,0.0,Moderate_Development
TCH_00067,University_D,Mechanical Engineering,Assistant Professor,PhD,Permanent,2025,Round_1,7,93.64,87.83,83.2,94.23,92.27,17.2,90.06,98.01,8,80.12,106.0,6,16.46,1,8,84.96,67.26,13,6,100.0,96.46,83.02,76.17,5,2,85.83,75.65,97.03,85.18,84.58,2,2,88.18,84.23,46.48,79.81,56.05,81.0,71.31,0.0,0.948,0.21,Moderate_Development
TCH_00068,University_A,Biotechnology,Assistant Professor,Postdoctoral,Permanent,2025,Round_2,10,79.39,79.29,75.02,85.8,81.71,13.63,71.22,77.73,10,64.53,80.0,0,6.74,0,6,61.57,51.27,4,2,75.88,66.33,67.79,68.07,3,3,79.28,68.81,79.75,94.35,76.48,2,4,73.51,61.44,28.03,39.9,46.5,66.55,48.88,0.461,0.155,0.0,Improvement_Oriented
TCH_00069,University_D,English,Professor,Postdoctoral,Permanent,2024,Round_2,24,84.13,92.16,83.31,90.69,96.06,10.99,95.47,92.8,16,89.93,131.0,2,16.38,2,7,81.36,79.85,4,3,87.3,95.63,91.97,84.39,7,1,79.1,81.73,93.39,90.0,97.9,2,2,95.8,82.21,51.39,59.89,60.5,87.43,69.31,0.0,0.972,0.144,Moderate_Development
TCH_00070,University_F,Chemistry,Assistant Professor,PhD,Visiting,2021,Round_2,15,82.04,82.63,79.07,92.5,91.58,12.27,82.24,98.65,10,83.07,115.0,3,12.7,2,7,86.58,59.22,6,2,75.77,85.79,74.2,81.96,7,0,79.64,84.19,88.97,88.27,89.81,4,0,97.65,76.1,46.96,50.2,54.22,83.93,63.32,0.048,0.733,0.0,Moderate_Development
TCH_00071,University_B,Biotechnology,Associate Professor,PhD,Permanent,2023,Round_1,8,86.23,77.34,88.42,81.38,73.07,15.58,88.31,85.38,9,79.53,98.0,3,23.84,2,6,78.54,67.16,5,1,87.61,88.38,95.1,70.28,6,2,79.58,72.52,89.46,90.84,81.11,3,4,81.76,69.33,44.63,52.74,56.59,72.84,53.86,0.318,0.354,0.0,Improvement_Oriented
TCH_00072,University_B,English,Assistant Professor,PhD,Permanent,2021,Round_1,8,87.39,88.59,88.81,86.74,96.17,11.82,91.24,87.47,8,91.89,110.0,3,10.14,1,3,79.77,61.34,4,3,85.2,85.87,91.77,88.35,4,0,90.47,74.6,92.23,95.59,93.65,2,5,98.43,80.13,40.59,52.82,57.91,83.96,58.69,0.18,0.548,0.0,Moderate_Development
TCH_00073,University_A,Chemistry,Assistant Professor,PhD,Permanent,2024,Round_1,4,76.26,84.71,81.72,87.05,83.87,16.2,76.81,73.73,8,74.76,83.0,6,14.47,2,5,64.63,73.17,6,2,88.95,85.35,70.93,69.37,2,1,59.58,62.33,86.22,79.59,82.76,5,2,83.31,64.94,39.91,56.58,36.98,69.82,51.79,0.377,0.272,0.0,Improvement_Oriented
TCH_00074,University_B,Mechanical Engineering,Assistant Professor,PhD,Visiting,2023,Round_2,4,81.28,70.26,83.12,89.91,93.76,13.83,69.98,83.6,7,91.68,71.0,4,7.68,1,7,73.06,44.19,0,1,76.82,75.22,76.36,69.71,4,0,74.46,86.57,88.88,79.16,88.2,4,1,81.54,66.88,38.99,34.45,47.87,74.33,49.34,0.447,0.174,0.0,Improvement_Oriented
TCH_00075,University_E,Chemistry,Assistant Professor,Master,Permanent,2022,Round_1,1,74.01,70.02,67.41,78.81,71.45,15.63,78.25,63.88,8,57.26,38.0,3,9.57,1,1,61.27,,4,2,74.88,73.43,75.3,72.38,0,2,66.9,67.08,79.82,77.47,68.06,4,4,65.06,49.42,24.19,46.56,41.31,54.26,41.98,0.658,0.0,0.0,Improvement_Oriented
TCH_00076,University_B,Biotechnology,Assistant Professor,PhD,Contract,2023,Round_2,2,93.37,87.67,80.12,87.02,83.04,13.77,83.62,83.99,16,91.35,102.0,1,16.57,4,6,90.57,62.16,9,3,92.36,80.72,93.24,87.11,7,4,89.29,86.3,94.25,87.3,87.59,4,2,99.18,74.04,53.48,60.18,70.03,82.94,67.36,0.0,0.894,0.079,Moderate_Development
TCH_00077,University_D,Management,Associate Professor,PhD,Contract,2025,Round_1,18,79.36,80.26,71.5,86.41,68.51,18.22,73.3,57.46,9,66.58,96.0,3,11.37,1,5,68.92,56.44,2,0,62.89,75.37,58.24,75.81,6,1,74.48,69.45,96.31,79.41,80.26,5,1,73.53,53.83,35.38,33.08,44.63,72.03,43.88,0.603,0.0,0.0,Improvement_Oriented
TCH_00078,University_D,Mathematics,Assistant Professor,PhD,Permanent,2022,Round_2,5,80.34,100.0,72.36,91.21,90.96,15.19,86.7,77.0,13,97.61,80.0,9,25.83,2,8,77.71,64.38,5,4,92.96,83.49,77.59,73.31,5,1,75.19,69.49,92.35,86.36,95.8,5,2,79.68,73.27,55.34,58.31,48.26,77.91,58.28,0.192,0.531,0.0,Moderate_Development
TCH_00079,University_G,English,Associate Professor,PhD,Permanent,2023,Round_1,5,87.81,78.23,90.78,89.2,75.31,8.62,85.52,83.35,11,89.45,103.0,1,30.7,1,4,95.17,77.63,10,3,89.33,85.32,87.92,93.98,2,4,87.57,82.04,98.13,92.93,84.75,1,2,90.07,72.57,46.63,64.81,63.76,85.45,62.92,0.059,0.717,0.0,Moderate_Development
TCH_00080,University_D,Management,Assistant Professor,PhD,Permanent,2022,Round_1,3,78.65,94.04,83.8,86.02,71.04,19.31,82.69,81.84,10,90.49,98.0,6,22.48,0,5,76.69,65.96,4,3,80.27,72.5,73.84,84.21,2,2,81.47,71.51,88.6,85.26,84.54,6,3,82.14,69.01,44.28,47.84,50.5,70.74,54.68,0.295,0.387,0.0,Improvement_Oriented
TCH_00081,University_G,English,Associate Professor,PhD,Permanent,2025,Round_1,11,73.41,61.89,62.71,74.72,45.21,13.34,58.0,66.35,12,60.55,67.0,2,19.66,1,7,58.43,32.89,4,2,69.24,73.94,70.7,69.59,2,1,58.43,60.79,83.11,68.68,75.05,3,6,75.08,35.16,33.87,37.04,36.36,56.11,39.35,0.733,0.0,0.0,Improvement_Oriented
TCH_00082,University_D,Mathematics,Associate Professor,Master,Permanent,2025,Round_2,7,80.51,93.79,78.29,87.78,85.86,7.55,93.41,77.85,14,79.67,191.7046168685831,3,8.91,1,9,87.0,62.61,8,4,84.64,78.61,86.05,84.75,7,3,78.17,68.81,89.39,92.62,90.73,3,1,81.07,73.05,44.76,57.88,59.33,80.45,63.85,0.033,0.754,0.0,Moderate_Development
TCH_00083,University_E,Education,Professor,PhD,Permanent,2021,Round_2,22,73.96,77.52,73.04,77.23,71.68,23.2,73.7,80.0,11,71.52,86.0,2,14.32,1,2,75.17,70.29,4,0,76.27,86.37,70.21,74.71,5,0,72.76,72.36,84.25,94.47,82.4,8,1,85.33,55.19,35.09,45.84,45.02,73.13,47.85,0.49,0.114,0.0,Improvement_Oriented
TCH_00084,University_H,Chemistry,Assistant Professor,PhD,Permanent,2025,Round_1,5,84.01,86.28,88.85,92.18,91.66,13.54,84.85,83.08,14,85.19,91.0,5,18.4,0,3,89.44,46.08,2,0,86.83,89.06,87.05,87.76,6,1,92.08,78.34,98.04,87.56,100.0,2,1,91.6,76.97,43.85,42.96,61.48,89.57,61.27,0.107,0.651,0.0,Moderate_Development
TCH_00085,University_G,Mechanical Engineering,Assistant Professor,Master,Permanent,2025,Round_1,7,91.47,89.16,81.7,88.58,98.23,17.15,83.8,85.15,13,94.95,111.0,7,14.17,1,8,100.0,94.1,3,2,78.79,95.65,94.35,78.03,4,3,100.0,73.68,91.69,92.1,94.49,5,0,87.14,78.16,54.93,56.5,63.21,84.01,69.65,0.0,0.986,0.155,Moderate_Development
TCH_00086,University_C,Education,Professor,Master,Permanent,2025,Round_2,13,81.28,76.35,85.31,87.13,74.0,9.52,78.76,88.59,13,84.09,86.0,3,13.48,2,3,86.81,58.72,7,1,86.41,79.74,86.68,75.12,2,2,87.3,84.38,87.12,88.22,95.01,3,4,73.13,67.47,43.73,50.76,55.89,72.89,56.71,0.237,0.468,0.0,Moderate_Development
TCH_00087,University_F,Education,Assistant Professor,PhD,Permanent,2024,Round_2,1,69.43,73.14,74.38,81.14,71.9,14.02,59.74,67.66,6,67.84,61.0,6,7.23,0,1,57.8,61.98,9,3,73.02,69.3,69.39,76.69,4,2,59.43,65.78,86.76,81.17,80.17,1,9,74.19,48.21,26.43,50.55,42.84,60.7,48.95,0.459,0.158,0.0,Improvement_Oriented
TCH_00088,University_A,Electrical Engineering,Professor,PhD,Permanent,2025,Round_1,15,91.8,87.05,88.07,90.93,90.5,18.1,87.07,94.26,13,77.17,116.0,4,12.99,0,3,79.95,69.04,11,2,82.46,84.59,84.8,87.93,3,2,90.3,82.86,93.13,94.23,97.17,1,1,87.14,81.76,40.41,60.28,60.01,88.16,61.33,0.105,0.653,0.0,Moderate_Development
TCH_00089,University_D,Computer Science,Assistant Professor,PhD,Permanent,2021,Round_1,9,93.78,100.0,90.62,97.72,85.03,18.4,94.43,92.96,15,99.43,113.0,5,21.39,1,7,79.56,74.04,9,3,83.47,100.0,89.16,91.92,5,3,89.22,86.3,92.6,95.86,87.13,4,2,91.69,88.88,52.38,65.76,66.37,82.65,70.82,0.0,0.967,0.194,Moderate_Development
TCH_00090,University_B,Biotechnology,Associate Professor,PhD,Visiting,2022,Round_1,10,75.24,80.8,77.95,90.0,69.74,18.93,81.84,73.47,8,79.42,96.0,4,24.02,0,3,77.62,60.39,8,1,75.46,73.44,95.51,67.48,7,2,83.77,75.38,100.0,89.53,91.37,9,0,92.63,61.99,38.48,47.01,58.71,84.17,57.1,0.226,0.484,0.0,Moderate_Development
TCH_00091,University_H,Management,Assistant Professor,Postdoctoral,Permanent,2024,Round_2,7,72.64,76.03,71.47,78.57,59.97,11.47,80.78,69.41,8,64.77,67.0,5,11.14,0,7,62.18,44.78,3,1,52.99,67.66,59.49,60.55,4,1,56.55,47.74,77.81,83.52,76.9,8,4,73.71,51.25,32.16,28.83,29.95,57.35,41.63,0.668,0.0,0.0,Improvement_Oriented
TCH_00092,University_D,Management,Professor,Master,Permanent,2022,Round_2,28,92.04,88.11,88.19,89.26,89.71,15.85,77.78,89.27,14,94.06,149.0,5,16.56,0,10,92.24,71.26,6,4,87.33,87.72,80.39,83.83,8,2,98.07,100.0,94.79,91.36,84.6,4,4,89.94,77.97,55.01,60.5,68.69,78.08,70.68,0.0,0.973,0.189,Moderate_Development
TCH_00093,University_B,Management,Associate Professor,Master,Permanent,2022,Round_1,9,76.5,78.0,73.04,74.83,64.94,9.2,66.76,79.0,11,62.05,67.0,2,7.06,1,1,66.04,45.05,2,6,69.67,62.37,62.94,65.9,6,2,77.76,69.16,83.66,69.56,64.69,6,3,80.92,51.99,28.26,40.96,45.84,56.67,38.21,0.765,0.0,0.0,Improvement_Oriented
TCH_00094,University_F,Management,Assistant Professor,PhD,Contract,2021,Round_2,5,83.81,71.88,81.37,93.32,95.34,8.76,78.63,79.12,11,80.76,79.0,2,25.72,1,4,76.25,58.12,5,2,80.15,98.97,82.43,79.56,5,0,80.98,79.91,85.52,75.68,90.08,2,1,76.77,69.94,39.94,54.24,53.12,72.57,59.6,0.154,0.584,0.0,Moderate_Development
TCH_00095,University_F,Biotechnology,Assistant Professor,Master,Permanent,2024,Round_1,5,100.0,90.66,89.98,97.16,96.37,13.57,87.77,95.32,7,87.22,111.0,4,7.46,1,6,98.84,61.71,5,3,96.8,96.88,93.1,100.0,5,2,95.34,77.83,97.89,90.82,96.04,2,4,85.27,89.19,45.0,61.31,67.42,83.28,67.71,0.0,0.908,0.09,Moderate_Development
TCH_00096,University_F,Education,Assistant Professor,PhD,Permanent,2023,Round_1,1,81.91,76.93,81.54,89.71,79.81,12.22,68.3,86.49,10,79.41,71.0,7,4.63,0,3,78.81,63.38,5,4,81.13,73.25,60.01,79.41,2,1,75.22,78.48,89.84,91.68,96.81,8,0,78.58,65.76,36.54,51.22,43.96,78.8,55.53,0.271,0.421,0.0,Moderate_Development
TCH_00097,University_B,Biotechnology,Associate Professor,PhD,Permanent,2025,Round_2,13,91.95,80.49,82.58,86.0,77.13,13.62,84.85,84.54,10,83.91,97.0,6,15.48,0,5,80.08,62.29,5,3,79.56,82.56,88.05,86.25,1,1,82.66,76.89,96.01,88.07,92.91,4,3,88.28,71.45,42.25,51.54,53.51,81.13,58.67,0.181,0.547,0.0,Moderate_Development
TCH_00098,University_D,Management,Assistant Professor,Postdoctoral,Permanent,2022,Round_1,2,69.19,79.43,72.49,79.95,67.18,12.89,60.41,69.03,4,69.32,45.0,3,16.75,0,7,53.11,25.98,2,1,66.15,74.23,55.64,48.25,4,0,64.02,65.24,83.49,73.02,71.93,8,3,75.2,48.34,26.98,30.29,29.89,56.72,42.03,0.656,0.0,0.0,Improvement_Oriented
TCH_00099,University_F,Computer Science,Assistant Professor,Postdoctoral,Permanent,2022,Round_1,1,94.29,97.81,85.23,80.21,77.22,11.61,97.42,88.32,14,86.13,92.0,5,13.65,2,6,100.0,65.39,12,1,87.3,85.72,82.06,81.85,3,1,87.29,84.63,92.48,86.04,88.48,4,4,83.88,79.11,51.18,60.81,55.76,74.79,67.58,0.0,0.903,0.086,Moderate_Development
TCH_00100,University_E,Physics,Associate Professor,PhD,Permanent,2021,Round_1,1,93.77,100.0,91.61,100.0,97.3,14.99,100.0,95.01,12,86.7,100.0,6,20.44,0,5,100.0,87.87,7,3,100.0,97.58,89.86,100.0,9,2,91.1,96.79,97.34,78.58,94.33,1,7,100.0,94.17,48.28,69.84,73.79,79.46,67.58,0.0,0.903,0.086,Moderate_Development
TCH_00101,University_G,Mathematics,Assistant Professor,PhD,Permanent,2021,Round_2,6,90.28,71.12,82.44,93.99,71.59,17.76,74.33,90.06,9,78.85,84.0,7,10.88,0,2,82.21,73.15,4,1,71.35,90.55,89.88,74.8,4,2,78.51,65.51,89.45,85.56,89.18,1,6,73.95,69.07,38.09,48.18,52.46,70.33,51.95,0.373,0.278,0.0,Improvement_Oriented
TCH_00102,University_B,Management,Assistant Professor,Master,Permanent,2021,Round_1,6,80.07,79.84,86.76,79.89,80.44,16.85,78.46,83.74,7,61.0,86.0,5,20.26,0,13,66.09,59.94,6,3,71.44,83.75,80.98,85.47,4,1,87.42,52.21,92.01,87.9,92.53,3,3,71.81,65.95,39.14,50.34,50.4,75.2,58.95,0.173,0.558,0.0,Moderate_Development
TCH_00103,University_B,Mechanical Engineering,Assistant Professor,PhD,Permanent,2024,Round_2,8,80.03,74.17,76.31,81.53,69.41,16.38,82.87,75.04,11,75.66,83.0,2,23.93,0,4,62.25,72.46,6,2,81.28,86.26,71.91,67.15,4,2,75.44,63.21,100.0,84.94,84.25,7,5,82.51,58.96,34.6,54.39,44.57,72.17,48.41,0.474,0.136,0.0,Improvement_Oriented
TCH_00104,University_D,Physics,Associate Professor,Postdoctoral,Contract,2025,Round_2,17,73.97,70.43,79.4,79.78,72.34,8.04,70.6,67.09,3,65.23,107.0,5,17.89,0,3,68.0,44.11,3,1,61.04,75.0,67.72,64.62,2,2,70.7,63.77,83.25,85.0,66.9,10,3,67.46,52.28,32.46,33.53,39.7,54.97,42.02,0.657,0.0,0.0,Improvement_Oriented
TCH_00105,University_B,Biotechnology,Professor,Master,Visiting,2024,Round_1,19,91.99,80.78,86.82,91.94,93.49,13.84,100.0,90.06,11,100.0,142.0,5,24.74,2,5,95.88,85.33,8,3,87.7,98.66,83.53,93.21,5,1,85.52,80.77,98.15,91.34,95.67,2,1,100.0,82.91,56.89,67.3,59.75,91.9,69.03,0.0,0.961,0.134,Moderate_Development
TCH_00106,University_B,Mechanical Engineering,Assistant Professor,PhD,Permanent,2021,Round_2,5,85.99,,72.57,87.32,71.25,11.49,93.64,79.3,9,85.21,79.0,0,10.17,1,6,67.44,70.09,8,3,81.39,82.42,84.2,83.19,8,3,79.13,88.41,88.48,84.87,85.2,3,0,79.29,68.52,34.79,57.44,63.99,76.61,61.11,0.111,0.644,0.0,Moderate_Development
TCH_00107,University_F,Mechanical Engineering,Associate Professor,Postdoctoral,Contract,2021,Round_1,4,61.3,76.89,57.34,79.24,81.47,19.06,52.88,65.31,9,57.59,45.0,1,23.97,2,5,57.31,50.64,2,2,75.69,69.64,72.2,75.46,5,0,56.13,60.73,82.84,84.16,77.02,4,0,67.45,41.18,30.56,38.13,39.08,66.93,36.3,0.82,0.0,0.0,Improvement_Oriented
TCH_00108,University_D,English,Lecturer,Master,Permanent,2022,Round_2,11,86.01,79.39,76.43,80.85,73.76,13.09,84.43,69.4,6,71.83,94.0,5,34.85,0,5,80.45,66.05,6,1,67.39,84.13,85.68,63.02,3,0,75.84,66.01,87.59,84.76,90.48,4,5,75.46,61.59,40.88,46.31,43.52,68.98,50.18,0.423,0.207,0.0,Improvement_Oriented
TCH_00109,University_F,Mechanical Engineering,Assistant Professor,Postdoctoral,Contract,2024,Round_2,1,83.1,70.22,82.59,88.04,99.68,23.58,82.73,96.89,12,100.0,102.0,3,30.09,1,8,82.46,90.41,11,1,79.1,89.46,88.61,90.82,7,2,89.11,100.0,93.56,94.84,94.99,5,3,74.6,74.07,51.21,62.61,69.32,78.09,62.81,0.063,0.712,0.0,Moderate_Development
TCH_00110,University_G,Management,Associate Professor,Master,Permanent,2024,Round_1,11,85.45,77.5,63.61,90.99,74.2,15.08,80.86,89.17,12,80.78,105.0,2,20.91,1,6,72.57,43.54,6,0,70.86,74.76,81.08,81.7,4,2,73.18,77.39,90.51,81.61,71.4,4,1,81.98,64.94,42.36,38.36,53.1,70.58,52.64,0.353,0.306,0.0,Improvement_Oriented
TCH_00111,University_H,English,Assistant Professor,Postdoctoral,Permanent,2025,Round_1,12,91.35,86.39,86.55,95.41,87.07,17.08,91.65,86.83,7,74.57,114.0,10,,2,4,75.17,67.03,4,4,85.66,83.88,77.42,76.31,3,1,89.95,79.86,93.96,91.58,86.74,1,4,86.86,81.16,46.12,55.34,52.79,80.07,68.83,0.0,0.953,0.128,Moderate_Development
TCH_00112,University_G,Electrical Engineering,Associate Professor,PhD,Contract,2024,Round_2,9,78.93,74.52,77.89,79.07,76.71,11.3,68.03,75.44,9,68.26,61.0,0,23.89,0,10,68.83,63.54,3,0,64.35,66.72,62.06,65.49,5,3,61.76,58.97,78.15,88.82,68.68,7,1,66.0,56.34,34.02,33.35,39.95,59.34,47.1,0.511,0.084,0.0,Improvement_Oriented
TCH_00113,University_H,Education,Professor,Master,Contract,2025,Round_2,14,81.04,86.07,80.66,87.2,83.02,16.92,92.96,73.92,12,88.15,109.0,7,28.36,0,6,76.07,67.97,6,1,79.13,94.44,74.22,78.53,4,1,78.74,64.85,87.49,100.0,89.09,4,2,90.38,70.12,48.39,53.56,47.5,81.95,63.51,0.043,0.74,0.0,Moderate_Development
TCH_00114,University_F,Mechanical Engineering,Professor,Master,Permanent,2023,Round_1,22,84.16,75.86,84.3,87.63,100.0,10.84,77.05,83.38,12,75.81,115.0,4,18.94,1,2,66.66,,6,2,82.46,87.07,90.93,79.25,2,2,76.57,63.73,89.84,79.98,81.49,3,1,78.16,71.5,39.93,54.0,50.89,72.72,56.01,0.257,0.44,0.0,Moderate_Development
TCH_00115,University_G,Computer Science,Assistant Professor,PhD,Permanent,2025,Round_1,13,80.75,72.87,79.36,81.74,68.16,17.02,69.89,72.75,9,70.56,87.0,3,8.86,1,7,61.49,49.95,6,2,61.78,82.08,66.63,64.79,7,2,70.17,75.58,86.58,72.4,82.64,4,6,82.32,55.85,35.0,43.07,47.1,62.59,49.62,0.439,0.185,0.0,Improvement_Oriented
TCH_00116,University_D,Mathematics,Assistant Professor,Postdoctoral,Visiting,2021,Round_2,15,53.4,64.0,55.17,68.64,48.37,14.34,46.65,49.35,3,38.95,45.0,2,12.48,0,3,35.96,46.56,2,0,42.87,56.0,53.05,48.6,3,0,46.69,57.38,72.77,59.14,68.52,3,6,64.3,19.65,13.82,18.97,22.24,43.12,22.16,1.0,0.0,0.0,Improvement_Oriented
TCH_00117,University_A,Mechanical Engineering,Professor,PhD,Permanent,2023,Round_2,15,88.11,88.7,98.25,92.28,87.6,4.0,85.55,92.0,16,100.0,126.0,2,,0,6,91.08,82.42,1,1,100.0,89.53,82.86,100.0,1,2,88.58,86.95,95.2,89.0,100.0,2,1,91.0,82.9,49.02,54.28,60.85,88.59,63.14,0.053,0.726,0.0,Moderate_Development
TCH_00118,University_F,Electrical Engineering,Assistant Professor,Postdoctoral,Visiting,2022,Round_1,7,68.81,74.88,71.09,79.51,66.54,13.31,65.71,68.29,9,71.34,90.0,5,20.14,0,6,68.89,51.1,4,3,70.98,76.57,68.24,67.97,2,2,67.02,62.35,73.75,76.5,87.37,3,2,74.69,47.53,37.84,43.66,39.44,63.85,42.32,0.648,0.0,0.0,Improvement_Oriented
TCH_00119,University_H,Chemistry,Associate Professor,PhD,Contract,2022,Round_1,16,85.11,85.36,78.63,82.25,71.44,14.44,81.43,70.32,12,74.2,98.0,4,14.14,0,4,76.57,68.0,11,1,70.07,79.29,72.68,78.03,2,0,75.12,51.1,85.89,89.26,84.42,4,3,88.39,62.95,38.3,52.59,39.33,74.27,55.03,0.285,0.401,0.0,Moderate_Development
TCH_00120,University_E,Biotechnology,Assistant Professor,Master,Contract,2022,Round_2,8,68.72,71.65,65.34,74.06,55.99,11.66,62.46,73.69,9,51.21,58.0,0,18.85,1,2,69.63,43.8,3,1,53.75,68.71,77.75,56.38,3,2,57.13,66.57,78.84,69.69,66.58,1,4,73.62,41.74,26.48,29.22,38.6,55.81,36.01,0.828,0.0,0.0,Improvement_Oriented
TCH_00121,University_H,Biotechnology,Assistant Professor,PhD,Permanent,2021,Round_1,7,88.37,89.72,81.68,90.57,90.05,15.81,74.93,72.39,15,79.29,75.0,4,13.76,2,5,61.01,65.49,7,1,77.69,73.17,90.55,79.71,4,2,89.93,87.67,94.97,85.66,90.39,0,0,83.32,71.23,41.03,47.18,61.49,85.13,60.88,0.118,0.635,0.0,Moderate_Development
TCH_00122,University_E,Electrical Engineering,Assistant Professor,PhD,Permanent,2022,Round_2,3,93.58,89.92,98.24,96.16,87.4,11.01,86.74,84.4,8,87.06,92.0,5,27.79,3,4,82.44,78.68,7,1,88.69,96.31,96.02,79.41,9,2,84.11,88.75,93.86,87.61,91.89,3,5,85.88,84.44,48.87,60.33,66.86,77.05,63.66,0.038,0.746,0.0,Moderate_Development
TCH_00123,University_B,Chemistry,Professor,PhD,Permanent,2025,Round_1,18,75.82,70.79,64.51,72.63,49.06,18.3,61.93,55.32,4,55.69,91.0,3,23.73,0,2,58.84,39.37,3,0,60.91,53.7,67.03,58.19,0,0,54.58,42.5,80.85,75.99,75.9,8,4,65.58,36.83,27.16,23.81,23.9,53.59,32.37,0.932,0.0,0.0,Improvement_Oriented
TCH_00124,University_G,Biotechnology,Professor,Master,Contract,2021,Round_2,17,80.35,86.97,72.95,90.22,70.19,40.60078227882038,88.24,77.35,12,73.11,116.0,1,32.407582693838705,0,9,65.46,85.85,5,3,63.97,75.6,85.57,74.99,5,1,74.71,54.27,92.43,85.21,74.27,4,5,93.95,66.23,38.87,48.72,47.36,71.47,57.08,0.226,0.483,0.0,Moderate_Development
TCH_00125,University_E,Biotechnology,Assistant Professor,PhD,Contract,2024,Round_1,1,80.37,88.35,94.3,96.12,94.36,15.67,78.56,94.12,9,75.65,85.0,5,32.53,2,4,75.87,77.79,8,4,94.92,78.67,82.66,76.76,4,0,71.66,82.94,95.86,93.84,83.25,3,0,93.8,81.02,44.57,63.75,49.79,86.44,68.85,0.0,0.954,0.128,Moderate_Development
TCH_00126,University_H,Biotechnology,Professor,PhD,Permanent,2021,Round_2,15,73.77,66.16,71.14,81.43,62.66,10.78,51.73,57.41,11,75.77,80.0,1,5.01,2,2,64.79,47.57,2,1,73.82,73.77,72.7,58.0,1,1,57.39,45.31,89.53,73.76,74.1,7,4,73.02,40.67,32.97,36.34,29.37,59.19,35.6,0.84,0.0,0.0,Improvement_Oriented
TCH_00127,University_B,Electrical Engineering,Assistant Professor,Master,Contract,2021,Round_2,2,90.49,88.81,88.32,92.69,94.97,18.27,87.2,87.37,10,100.0,115.0,4,20.69,3,8,86.73,87.51,10,4,91.48,89.3,93.44,91.06,4,0,83.68,100.0,94.81,75.93,86.11,6,3,98.88,81.72,55.18,70.51,62.85,75.88,70.83,0.0,0.967,0.194,Moderate_Development
TCH_00128,University_A,Education,Lecturer,PhD,Permanent,2024,Round_1,6,88.76,90.12,77.39,82.92,77.43,15.63,89.44,82.94,14,85.17,84.0,3,22.88,0,3,84.28,84.23,5,2,80.33,70.79,81.12,76.67,9,2,80.09,85.15,88.63,72.2,76.78,3,3,84.02,71.22,41.51,49.9,60.47,67.06,59.34,0.162,0.574,0.0,Moderate_Development
TCH_00129,University_D,Mathematics,Associate Professor,Postdoctoral,Contract,2025,Round_2,14,92.21,98.35,91.32,87.86,84.22,19.0,97.02,84.8,14,93.59,131.0,6,16.99,1,6,100.0,81.86,6,3,98.47,74.72,83.1,80.07,7,2,91.39,84.17,96.59,100.0,94.02,3,1,100.0,83.35,55.07,59.63,62.34,92.65,68.54,0.0,0.942,0.118,Moderate_Development
TCH_00130,University_D,Electrical Engineering,Associate Professor,Master,Permanent,2023,Round_1,10,95.1,86.93,97.65,95.29,77.51,11.58,82.41,91.44,11,89.67,106.0,4,23.14,0,4,86.17,82.94,3,3,86.57,83.23,88.94,93.84,5,1,95.83,77.49,100.0,85.43,89.23,7,7,90.7,82.41,44.52,54.91,63.18,73.54,68.97,0.0,0.959,0.132,Moderate_Development
TCH_00131,University_D,Chemistry,Assistant Professor,PhD,Permanent,2024,Round_1,3,70.7,66.09,54.53,75.11,66.57,12.59,58.03,59.56,2,36.9,43.0,3,11.47,0,3,39.01,23.83,5,1,58.65,54.79,61.85,43.39,1,1,59.83,50.89,85.89,77.68,73.44,6,5,75.59,35.87,14.0,25.37,24.71,58.8,30.2,0.994,0.0,0.0,Improvement_Oriented
